lastNum,lengthDelta,ordertype,cameraPos,biaoliInverseFlag,offsetNY,offsetPP,offsetPPUp,offsetPPDown,offsetX,lastPeiFangNum,knifeAlarmSet,cutPPorNY,offsetNYUp,offsetNYDown
0545,1757.7475595237024,-1,0,0,400.0,320.0,-550.0,70.0,-5.0,16,100000,1,-150.0,-50.0
