1,4,229,203,35,0,1
2,5,1130,268,80,1,2
3,4,211,386,120,0,3
4,3,81,123,150,1,4
5,4,350,21,170,0,5
6,2,211,386,180,1,1
7,4,81,123,200,0,2
8,2,350,21,220,1,3
9,5,1130,268,240,0,4
